plot,Date,Recorder,Observer,Quadrant,Zone,Litt.depth,month,conmod,disturbed,seeded,wateredJul2012 
653,10/25/14,SM,SF,W,Inner,0,10,Bare,FALSE,TRUE,TRUE
653,10/25/14,SM,SF,W,Outer,0.1,10,Bare,FALSE,TRUE,TRUE
653,6/18/14,CD,HR,N,Inner,0,6,Bare,FALSE,TRUE,TRUE
653,6/18/14,CD,HR,N,Outer,0,6,Bare,FALSE,TRUE,TRUE
653,6/18/14,CD,HR,E,Inner,0,6,Bare,FALSE,TRUE,TRUE
653,6/18/14,CD,HR,E,Outer,0,6,Bare,FALSE,TRUE,TRUE
653,6/18/14,CD,HR,S,Inner,0,6,Bare,FALSE,TRUE,TRUE
653,6/18/14,CD,HR,S,Outer,0,6,Bare,FALSE,TRUE,TRUE
653,6/18/14,CD,HR,W,Inner,0,6,Bare,FALSE,TRUE,TRUE
653,6/18/14,CD,HR,W,Outer,0,6,Bare,FALSE,TRUE,TRUE
654,10/25/14,SM,SF,N,Inner,0,10,Bare,FALSE,TRUE,FALSE
654,10/25/14,SM,SF,N,Outer,0,10,Bare,FALSE,TRUE,FALSE
654,10/25/14,SM,SF,E,Inner,0,10,Bare,FALSE,TRUE,FALSE
654,10/25/14,SM,SF,E,Outer,0,10,Bare,FALSE,TRUE,FALSE
654,10/25/14,SM,SF,S,Inner,0,10,Bare,FALSE,TRUE,FALSE
654,10/25/14,SM,SF,S,Outer,0,10,Bare,FALSE,TRUE,FALSE
654,10/25/14,SM,SF,W,Inner,0,10,Bare,FALSE,TRUE,FALSE
654,10/25/14,SM,SF,W,Outer,0,10,Bare,FALSE,TRUE,FALSE
654,6/18/14,CD,HR,N,Inner,0,6,Bare,FALSE,TRUE,FALSE
654,6/18/14,CD,HR,N,Outer,0,6,Bare,FALSE,TRUE,FALSE
654,6/18/14,CD,HR,E,Inner,0,6,Bare,FALSE,TRUE,FALSE
654,6/18/14,CD,HR,E,Outer,0,6,Bare,FALSE,TRUE,FALSE
654,6/18/14,CD,HR,S,Inner,0,6,Bare,FALSE,TRUE,FALSE
654,6/18/14,CD,HR,S,Outer,0,6,Bare,FALSE,TRUE,FALSE
654,6/18/14,CD,HR,W,Inner,0,6,Bare,FALSE,TRUE,FALSE
654,6/18/14,CD,HR,W,Outer,0,6,Bare,FALSE,TRUE,FALSE
655,10/25/14,SM,SF,N,Inner,1,10,Fence,TRUE,TRUE,TRUE
655,10/25/14,SM,SF,N,Outer,0.5,10,Fence,TRUE,TRUE,TRUE
655,10/25/14,SM,SF,E,Inner,0.1,10,Fence,TRUE,TRUE,TRUE
655,10/25/14,SM,SF,E,Outer,0.1,10,Fence,TRUE,TRUE,TRUE
655,10/25/14,SM,SF,S,Inner,1,10,Fence,TRUE,TRUE,TRUE
655,10/25/14,SM,SF,S,Outer,0.5,10,Fence,TRUE,TRUE,TRUE
655,10/25/14,SM,SF,W,Inner,2.5,10,Fence,TRUE,TRUE,TRUE
655,10/25/14,SM,SF,W,Outer,1,10,Fence,TRUE,TRUE,TRUE
655,6/18/14,CD,HR,N,Inner,4,6,Fence,TRUE,TRUE,TRUE
655,6/18/14,CD,HR,N,Outer,1,6,Fence,TRUE,TRUE,TRUE
655,6/18/14,CD,HR,E,Inner,1,6,Fence,TRUE,TRUE,TRUE
655,6/18/14,CD,HR,E,Outer,0.5,6,Fence,TRUE,TRUE,TRUE
655,6/18/14,CD,HR,S,Inner,4,6,Fence,TRUE,TRUE,TRUE
655,6/18/14,CD,HR,S,Outer,2,6,Fence,TRUE,TRUE,TRUE
655,6/18/14,CD,HR,W,Inner,9,6,Fence,TRUE,TRUE,TRUE
655,6/18/14,CD,HR,W,Outer,4,6,Fence,TRUE,TRUE,TRUE
656,10/25/14,SM,SF,N,Inner,1,10,Fence,FALSE,TRUE,TRUE
656,10/25/14,SM,SF,N,Outer,0.5,10,Fence,FALSE,TRUE,TRUE
656,10/25/14,SM,SF,E,Inner,0.5,10,Fence,FALSE,TRUE,TRUE
656,10/25/14,SM,SF,E,Outer,0.5,10,Fence,FALSE,TRUE,TRUE
656,10/25/14,SM,SF,S,Inner,1,10,Fence,FALSE,TRUE,TRUE
656,10/25/14,SM,SF,S,Outer,0.5,10,Fence,FALSE,TRUE,TRUE
656,10/25/14,SM,SF,W,Inner,2.5,10,Fence,FALSE,TRUE,TRUE
656,10/25/14,SM,SF,W,Outer,1,10,Fence,FALSE,TRUE,TRUE
656,6/18/14,CD,HR,N,Inner,1,6,Fence,FALSE,TRUE,TRUE
656,6/18/14,CD,HR,N,Outer,0,6,Fence,FALSE,TRUE,TRUE
656,6/18/14,CD,HR,E,Inner,1,6,Fence,FALSE,TRUE,TRUE
656,6/18/14,CD,HR,E,Outer,0,6,Fence,FALSE,TRUE,TRUE
656,6/18/14,CD,HR,S,Inner,5,6,Fence,FALSE,TRUE,TRUE
656,6/18/14,CD,HR,S,Outer,5,6,Fence,FALSE,TRUE,TRUE
656,6/18/14,CD,HR,W,Inner,10,6,Fence,FALSE,TRUE,TRUE
656,6/18/14,CD,HR,W,Outer,2,6,Fence,FALSE,TRUE,TRUE
657,10/25/14,SM,SF,N,Inner,0,10,Bare,FALSE,FALSE,FALSE
657,10/25/14,SM,SF,N,Outer,0,10,Bare,FALSE,FALSE,FALSE
657,10/25/14,SM,SF,E,Inner,0,10,Bare,FALSE,FALSE,FALSE
657,10/25/14,SM,SF,E,Outer,0,10,Bare,FALSE,FALSE,FALSE
657,10/25/14,SM,SF,S,Inner,0,10,Bare,FALSE,FALSE,FALSE
657,10/25/14,SM,SF,S,Outer,0,10,Bare,FALSE,FALSE,FALSE
657,10/25/14,SM,SF,W,Inner,0,10,Bare,FALSE,FALSE,FALSE
657,10/25/14,SM,SF,W,Outer,0,10,Bare,FALSE,FALSE,FALSE
657,6/18/14,CD,HR,N,Inner,0,6,Bare,FALSE,FALSE,FALSE
657,6/18/14,CD,HR,N,Outer,0.5,6,Bare,FALSE,FALSE,FALSE
657,6/18/14,CD,HR,E,Inner,0,6,Bare,FALSE,FALSE,FALSE
657,6/18/14,CD,HR,E,Outer,0,6,Bare,FALSE,FALSE,FALSE
657,6/18/14,CD,HR,S,Inner,0,6,Bare,FALSE,FALSE,FALSE
657,6/18/14,CD,HR,S,Outer,0,6,Bare,FALSE,FALSE,FALSE
657,6/18/14,CD,HR,W,Inner,0,6,Bare,FALSE,FALSE,FALSE
657,6/18/14,CD,HR,W,Outer,0,6,Bare,FALSE,FALSE,FALSE
658,10/25/14,SM,SF,N,Inner,0.5,10,Fence,FALSE,FALSE,FALSE
658,10/25/14,SM,SF,N,Outer,0.1,10,Fence,FALSE,FALSE,FALSE
658,10/25/14,SM,SF,E,Inner,0.5,10,Fence,FALSE,FALSE,FALSE
658,10/25/14,SM,SF,E,Outer,0.1,10,Fence,FALSE,FALSE,FALSE
658,10/25/14,SM,SF,S,Inner,3,10,Fence,FALSE,FALSE,FALSE
658,10/25/14,SM,SF,S,Outer,0.5,10,Fence,FALSE,FALSE,FALSE
658,10/25/14,SM,SF,W,Inner,3,10,Fence,FALSE,FALSE,FALSE
658,10/25/14,SM,SF,W,Outer,1,10,Fence,FALSE,FALSE,FALSE
658,6/18/14,CD,HR,N,Inner,1,6,Fence,FALSE,FALSE,FALSE
658,6/18/14,CD,HR,N,Outer,0.5,6,Fence,FALSE,FALSE,FALSE
658,6/18/14,CD,HR,E,Inner,1.5,6,Fence,FALSE,FALSE,FALSE
658,6/18/14,CD,HR,E,Outer,0.5,6,Fence,FALSE,FALSE,FALSE
658,6/18/14,CD,HR,S,Inner,9,6,Fence,FALSE,FALSE,FALSE
658,6/18/14,CD,HR,S,Outer,1,6,Fence,FALSE,FALSE,FALSE
658,6/18/14,CD,HR,W,Inner,7,6,Fence,FALSE,FALSE,FALSE
658,6/18/14,CD,HR,W,Outer,5,6,Fence,FALSE,FALSE,FALSE
659,10/25/14,SM,SF,N,Inner,0.5,10,Fence,TRUE,TRUE,FALSE
659,10/25/14,SM,SF,N,Outer,0.1,10,Fence,TRUE,TRUE,FALSE
659,10/25/14,SM,SF,E,Inner,0.5,10,Fence,TRUE,TRUE,FALSE
659,10/25/14,SM,SF,E,Outer,0.1,10,Fence,TRUE,TRUE,FALSE
659,10/25/14,SM,SF,S,Inner,1.5,10,Fence,TRUE,TRUE,FALSE
659,10/25/14,SM,SF,S,Outer,0.5,10,Fence,TRUE,TRUE,FALSE
659,10/25/14,SM,SF,W,Inner,2,10,Fence,TRUE,TRUE,FALSE
659,10/25/14,SM,SF,W,Outer,1,10,Fence,TRUE,TRUE,FALSE
659,6/18/14,CD,HR,N,Inner,2,6,Fence,TRUE,TRUE,FALSE
659,6/18/14,CD,HR,N,Outer,0.5,6,Fence,TRUE,TRUE,FALSE
659,6/18/14,CD,HR,E,Inner,1,6,Fence,TRUE,TRUE,FALSE
659,6/18/14,CD,HR,E,Outer,0.5,6,Fence,TRUE,TRUE,FALSE
659,6/18/14,CD,HR,S,Inner,5,6,Fence,TRUE,TRUE,FALSE
659,6/18/14,CD,HR,S,Outer,1,6,Fence,TRUE,TRUE,FALSE
659,6/18/14,CD,HR,W,Inner,12,6,Fence,TRUE,TRUE,FALSE
659,6/18/14,CD,HR,W,Outer,5,6,Fence,TRUE,TRUE,FALSE
660,10/25/14,SM,SF,N,Inner,0,10,Bare,TRUE,FALSE,TRUE
660,10/25/14,SM,SF,N,Outer,0.1,10,Bare,TRUE,FALSE,TRUE
660,10/25/14,SM,SF,E,Inner,0,10,Bare,TRUE,FALSE,TRUE
660,10/25/14,SM,SF,E,Outer,0,10,Bare,TRUE,FALSE,TRUE
660,10/25/14,SM,SF,S,Inner,0.1,10,Bare,TRUE,FALSE,TRUE
660,10/25/14,SM,SF,S,Outer,0,10,Bare,TRUE,FALSE,TRUE
660,10/25/14,SM,SF,W,Inner,0,10,Bare,TRUE,FALSE,TRUE
660,10/25/14,SM,SF,W,Outer,0.1,10,Bare,TRUE,FALSE,TRUE
660,6/18/14,CD,HR,N,Inner,0,6,Bare,TRUE,FALSE,TRUE
660,6/18/14,CD,HR,N,Outer,0.5,6,Bare,TRUE,FALSE,TRUE
660,6/18/14,CD,HR,E,Inner,0,6,Bare,TRUE,FALSE,TRUE
660,6/18/14,CD,HR,E,Outer,0.5,6,Bare,TRUE,FALSE,TRUE
660,6/18/14,CD,HR,S,Inner,1,6,Bare,TRUE,FALSE,TRUE
660,6/18/14,CD,HR,S,Outer,0,6,Bare,TRUE,FALSE,TRUE
660,6/18/14,CD,HR,W,Inner,0,6,Bare,TRUE,FALSE,TRUE
660,6/18/14,CD,HR,W,Outer,0.5,6,Bare,TRUE,FALSE,TRUE
661,10/25/14,SM,SF,N,Inner,0,10,Bare,TRUE,FALSE,FALSE
661,10/25/14,SM,SF,N,Outer,0,10,Bare,TRUE,FALSE,FALSE
661,10/25/14,SM,SF,E,Inner,0,10,Bare,TRUE,FALSE,FALSE
661,10/25/14,SM,SF,E,Outer,0,10,Bare,TRUE,FALSE,FALSE
661,10/25/14,SM,SF,S,Inner,0,10,Bare,TRUE,FALSE,FALSE
661,10/25/14,SM,SF,S,Outer,0,10,Bare,TRUE,FALSE,FALSE
661,10/25/14,SM,SF,W,Inner,0.1,10,Bare,TRUE,FALSE,FALSE
661,10/25/14,SM,SF,W,Outer,0,10,Bare,TRUE,FALSE,FALSE
661,6/18/14,CD,HR,N,Inner,0,6,Bare,TRUE,FALSE,FALSE
661,6/18/14,CD,HR,N,Outer,0,6,Bare,TRUE,FALSE,FALSE
661,6/18/14,CD,HR,E,Inner,0,6,Bare,TRUE,FALSE,FALSE
661,6/18/14,CD,HR,E,Outer,0,6,Bare,TRUE,FALSE,FALSE
661,6/18/14,CD,HR,S,Inner,0,6,Bare,TRUE,FALSE,FALSE
661,6/18/14,CD,HR,S,Outer,0,6,Bare,TRUE,FALSE,FALSE
661,6/18/14,CD,HR,W,Inner,0,6,Bare,TRUE,FALSE,FALSE
661,6/18/14,CD,HR,W,Outer,0,6,Bare,TRUE,FALSE,FALSE
662,10/25/14,SM,SF,N,Inner,0.1,10,Bare,TRUE,TRUE,TRUE
662,10/25/14,SM,SF,N,Outer,0.1,10,Bare,TRUE,TRUE,TRUE
662,10/25/14,SM,SF,E,Inner,0.5,10,Bare,TRUE,TRUE,TRUE
662,10/25/14,SM,SF,E,Outer,0.1,10,Bare,TRUE,TRUE,TRUE
662,10/25/14,SM,SF,S,Inner,0,10,Bare,TRUE,TRUE,TRUE
662,10/25/14,SM,SF,S,Outer,0.1,10,Bare,TRUE,TRUE,TRUE
662,10/25/14,SM,SF,W,Inner,0,10,Bare,TRUE,TRUE,TRUE
662,10/25/14,SM,SF,W,Outer,0,10,Bare,TRUE,TRUE,TRUE
662,6/18/14,CD,HR,N,Inner,0,6,Bare,TRUE,TRUE,TRUE
662,6/18/14,CD,HR,N,Outer,0,6,Bare,TRUE,TRUE,TRUE
662,6/18/14,CD,HR,E,Inner,0,6,Bare,TRUE,TRUE,TRUE
662,6/18/14,CD,HR,E,Outer,0,6,Bare,TRUE,TRUE,TRUE
662,6/18/14,CD,HR,S,Inner,0,6,Bare,TRUE,TRUE,TRUE
662,6/18/14,CD,HR,S,Outer,0,6,Bare,TRUE,TRUE,TRUE
662,6/18/14,CD,HR,W,Inner,0,6,Bare,TRUE,TRUE,TRUE
662,6/18/14,CD,HR,W,Outer,0,6,Bare,TRUE,TRUE,TRUE
663,10/25/14,SM,SF,N,Inner,1.5,10,Fence,TRUE,TRUE,FALSE
663,10/25/14,SM,SF,N,Outer,0.5,10,Fence,TRUE,TRUE,FALSE
663,10/25/14,SM,SF,E,Inner,0.1,10,Fence,TRUE,TRUE,FALSE
663,10/25/14,SM,SF,E,Outer,0.1,10,Fence,TRUE,TRUE,FALSE
663,10/25/14,SM,SF,S,Inner,1,10,Fence,TRUE,TRUE,FALSE
663,10/25/14,SM,SF,S,Outer,1,10,Fence,TRUE,TRUE,FALSE
663,10/25/14,SM,SF,W,Inner,1.5,10,Fence,TRUE,TRUE,FALSE
663,10/25/14,SM,SF,W,Outer,0.5,10,Fence,TRUE,TRUE,FALSE
663,6/18/14,CD,HR,N,Inner,6,6,Fence,TRUE,TRUE,FALSE
663,6/18/14,CD,HR,N,Outer,1,6,Fence,TRUE,TRUE,FALSE
663,6/18/14,CD,HR,E,Inner,0.5,6,Fence,TRUE,TRUE,FALSE
663,6/18/14,CD,HR,E,Outer,0.5,6,Fence,TRUE,TRUE,FALSE
663,6/18/14,CD,HR,S,Inner,15,6,Fence,TRUE,TRUE,FALSE
663,6/18/14,CD,HR,S,Outer,7,6,Fence,TRUE,TRUE,FALSE
663,6/18/14,CD,HR,W,Inner,8,6,Fence,TRUE,TRUE,FALSE
663,6/18/14,CD,HR,W,Outer,2,6,Fence,TRUE,TRUE,FALSE
664,10/25/14,SM,SF,N,Inner,0,10,Salsola,FALSE,TRUE,FALSE
664,10/25/14,SM,SF,N,Outer,0.1,10,Salsola,FALSE,TRUE,FALSE
664,10/25/14,SM,SF,E,Inner,0,10,Salsola,FALSE,TRUE,FALSE
664,10/25/14,SM,SF,E,Outer,0,10,Salsola,FALSE,TRUE,FALSE
664,10/25/14,SM,SF,S,Inner,0,10,Salsola,FALSE,TRUE,FALSE
664,10/25/14,SM,SF,S,Outer,0,10,Salsola,FALSE,TRUE,FALSE
664,10/25/14,SM,SF,W,Inner,0,10,Salsola,FALSE,TRUE,FALSE
664,10/25/14,SM,SF,W,Outer,0.1,10,Salsola,FALSE,TRUE,FALSE
664,6/18/14,CD,HR,N,Inner,0,6,Salsola,FALSE,TRUE,FALSE
664,6/18/14,CD,HR,N,Outer,0,6,Salsola,FALSE,TRUE,FALSE
664,6/18/14,CD,HR,E,Inner,0,6,Salsola,FALSE,TRUE,FALSE
664,6/18/14,CD,HR,E,Outer,0.5,6,Salsola,FALSE,TRUE,FALSE
664,6/18/14,CD,HR,S,Inner,0,6,Salsola,FALSE,TRUE,FALSE
664,6/18/14,CD,HR,S,Outer,0.5,6,Salsola,FALSE,TRUE,FALSE
664,6/18/14,CD,HR,W,Inner,0,6,Salsola,FALSE,TRUE,FALSE
664,6/18/14,CD,HR,W,Outer,0,6,Salsola,FALSE,TRUE,FALSE
665,10/25/14,SM,SF,N,Inner,0.1,10,Salsola,FALSE,FALSE,FALSE
665,10/25/14,SM,SF,N,Outer,0.1,10,Salsola,FALSE,FALSE,FALSE
665,10/25/14,SM,SF,E,Inner,0.1,10,Salsola,FALSE,FALSE,FALSE
665,10/25/14,SM,SF,E,Outer,0.1,10,Salsola,FALSE,FALSE,FALSE
665,10/25/14,SM,SF,S,Inner,0.1,10,Salsola,FALSE,FALSE,FALSE
665,10/25/14,SM,SF,S,Outer,0.1,10,Salsola,FALSE,FALSE,FALSE
665,10/25/14,SM,SF,W,Inner,0,10,Salsola,FALSE,FALSE,FALSE
665,10/25/14,SM,SF,W,Outer,0.1,10,Salsola,FALSE,FALSE,FALSE
665,6/18/14,CD,HR,N,Inner,0,6,Salsola,FALSE,FALSE,FALSE
665,6/18/14,CD,HR,N,Outer,0.5,6,Salsola,FALSE,FALSE,FALSE
665,6/18/14,CD,HR,E,Inner,0,6,Salsola,FALSE,FALSE,FALSE
665,6/18/14,CD,HR,E,Outer,0.5,6,Salsola,FALSE,FALSE,FALSE
665,6/18/14,CD,HR,S,Inner,0,6,Salsola,FALSE,FALSE,FALSE
665,6/18/14,CD,HR,S,Outer,0.5,6,Salsola,FALSE,FALSE,FALSE
665,6/18/14,CD,HR,W,Inner,0,6,Salsola,FALSE,FALSE,FALSE
665,6/18/14,CD,HR,W,Outer,1,6,Salsola,FALSE,FALSE,FALSE
666,10/25/14,SM,SF,N,Inner,0,10,Salsola,FALSE,TRUE,TRUE
666,10/25/14,SM,SF,N,Outer,0.5,10,Salsola,FALSE,TRUE,TRUE
666,10/25/14,SM,SF,E,Inner,0,10,Salsola,FALSE,TRUE,TRUE
666,10/25/14,SM,SF,E,Outer,0,10,Salsola,FALSE,TRUE,TRUE
666,10/25/14,SM,SF,S,Inner,0,10,Salsola,FALSE,TRUE,TRUE
666,10/25/14,SM,SF,S,Outer,0.1,10,Salsola,FALSE,TRUE,TRUE
666,10/25/14,SM,SF,W,Inner,0,10,Salsola,FALSE,TRUE,TRUE
666,10/25/14,SM,SF,W,Outer,0,10,Salsola,FALSE,TRUE,TRUE
666,6/18/14,CD,HR,N,Inner,0.5,6,Salsola,FALSE,TRUE,TRUE
666,6/18/14,CD,HR,N,Outer,0.5,6,Salsola,FALSE,TRUE,TRUE
666,6/18/14,CD,HR,E,Inner,0,6,Salsola,FALSE,TRUE,TRUE
666,6/18/14,CD,HR,E,Outer,0,6,Salsola,FALSE,TRUE,TRUE
666,6/18/14,CD,HR,S,Inner,0,6,Salsola,FALSE,TRUE,TRUE
666,6/18/14,CD,HR,S,Outer,0,6,Salsola,FALSE,TRUE,TRUE
666,6/18/14,CD,HR,W,Inner,0,6,Salsola,FALSE,TRUE,TRUE
666,6/18/14,CD,HR,W,Outer,0,6,Salsola,FALSE,TRUE,TRUE
667,10/25/14,SM,SF,N,Inner,0,10,Salsola,FALSE,FALSE,TRUE
667,10/25/14,SM,SF,N,Outer,0.1,10,Salsola,FALSE,FALSE,TRUE
667,10/25/14,SM,SF,E,Inner,0,10,Salsola,FALSE,FALSE,TRUE
667,10/25/14,SM,SF,E,Outer,0.1,10,Salsola,FALSE,FALSE,TRUE
667,10/25/14,SM,SF,S,Inner,0,10,Salsola,FALSE,FALSE,TRUE
667,10/25/14,SM,SF,S,Outer,0.1,10,Salsola,FALSE,FALSE,TRUE
667,10/25/14,SM,SF,W,Inner,0.2,10,Salsola,FALSE,FALSE,TRUE
667,10/25/14,SM,SF,W,Outer,0,10,Salsola,FALSE,FALSE,TRUE
667,6/18/14,CD,HR,N,Inner,0,6,Salsola,FALSE,FALSE,TRUE
667,6/18/14,CD,HR,N,Outer,0,6,Salsola,FALSE,FALSE,TRUE
667,6/18/14,CD,HR,E,Inner,0,6,Salsola,FALSE,FALSE,TRUE
667,6/18/14,CD,HR,E,Outer,0,6,Salsola,FALSE,FALSE,TRUE
667,6/18/14,CD,HR,S,Inner,0,6,Salsola,FALSE,FALSE,TRUE
667,6/18/14,CD,HR,S,Outer,0,6,Salsola,FALSE,FALSE,TRUE
667,6/18/14,CD,HR,W,Inner,0,6,Salsola,FALSE,FALSE,TRUE
667,6/18/14,CD,HR,W,Outer,0,6,Salsola,FALSE,FALSE,TRUE
668,10/25/14,SM,SF,N,Inner,0.1,10,Bare,FALSE,TRUE,TRUE
668,10/25/14,SM,SF,N,Outer,0.1,10,Bare,FALSE,TRUE,TRUE
668,10/25/14,SM,SF,E,Inner,0,10,Bare,FALSE,TRUE,TRUE
668,10/25/14,SM,SF,E,Outer,0,10,Bare,FALSE,TRUE,TRUE
668,10/25/14,SM,SF,S,Inner,0.1,10,Bare,FALSE,TRUE,TRUE
668,10/25/14,SM,SF,S,Outer,0,10,Bare,FALSE,TRUE,TRUE
668,10/25/14,SM,SF,W,Inner,0,10,Bare,FALSE,TRUE,TRUE
668,10/25/14,SM,SF,W,Outer,0.1,10,Bare,FALSE,TRUE,TRUE
668,6/18/14,CD,HR,N,Inner,0,6,Bare,FALSE,TRUE,TRUE
668,6/18/14,CD,HR,N,Outer,0,6,Bare,FALSE,TRUE,TRUE
668,6/18/14,CD,HR,E,Inner,0,6,Bare,FALSE,TRUE,TRUE
668,6/18/14,CD,HR,E,Outer,0,6,Bare,FALSE,TRUE,TRUE
668,6/18/14,CD,HR,S,Inner,0,6,Bare,FALSE,TRUE,TRUE
668,6/18/14,CD,HR,S,Outer,0,6,Bare,FALSE,TRUE,TRUE
668,6/18/14,CD,HR,W,Inner,0,6,Bare,FALSE,TRUE,TRUE
668,6/18/14,CD,HR,W,Outer,0,6,Bare,FALSE,TRUE,TRUE
669,10/25/14,SM,SF,N,Inner,0,10,Bare,FALSE,FALSE,TRUE
669,10/25/14,SM,SF,N,Outer,0,10,Bare,FALSE,FALSE,TRUE
669,10/25/14,SM,SF,E,Inner,0,10,Bare,FALSE,FALSE,TRUE
669,10/25/14,SM,SF,E,Outer,0.1,10,Bare,FALSE,FALSE,TRUE
669,10/25/14,SM,SF,S,Inner,0,10,Bare,FALSE,FALSE,TRUE
669,10/25/14,SM,SF,S,Outer,0.1,10,Bare,FALSE,FALSE,TRUE
669,10/25/14,SM,SF,W,Inner,0,10,Bare,FALSE,FALSE,TRUE
669,10/25/14,SM,SF,W,Outer,0,10,Bare,FALSE,FALSE,TRUE
669,6/18/14,CD,HR,N,Inner,0,6,Bare,FALSE,FALSE,TRUE
669,6/18/14,CD,HR,N,Outer,0,6,Bare,FALSE,FALSE,TRUE
669,6/18/14,CD,HR,E,Inner,0,6,Bare,FALSE,FALSE,TRUE
669,6/18/14,CD,HR,E,Outer,0,6,Bare,FALSE,FALSE,TRUE
669,6/18/14,CD,HR,S,Inner,0,6,Bare,FALSE,FALSE,TRUE
669,6/18/14,CD,HR,S,Outer,0,6,Bare,FALSE,FALSE,TRUE
669,6/18/14,CD,HR,W,Inner,0,6,Bare,FALSE,FALSE,TRUE
669,6/18/14,CD,HR,W,Outer,0,6,Bare,FALSE,FALSE,TRUE
670,10/25/14,SM,SF,N,Inner,0.5,10,Fence,TRUE,FALSE,TRUE
670,10/25/14,SM,SF,N,Outer,0.1,10,Fence,TRUE,FALSE,TRUE
670,10/25/14,SM,SF,E,Inner,0.5,10,Fence,TRUE,FALSE,TRUE
670,10/25/14,SM,SF,E,Outer,0.5,10,Fence,TRUE,FALSE,TRUE
670,10/25/14,SM,SF,S,Inner,1,10,Fence,TRUE,FALSE,TRUE
670,10/25/14,SM,SF,S,Outer,0.5,10,Fence,TRUE,FALSE,TRUE
670,10/25/14,SM,SF,W,Inner,2,10,Fence,TRUE,FALSE,TRUE
670,10/25/14,SM,SF,W,Outer,1,10,Fence,TRUE,FALSE,TRUE
670,6/18/14,CD,HR,N,Inner,5,6,Fence,TRUE,FALSE,TRUE
670,6/18/14,CD,HR,N,Outer,1,6,Fence,TRUE,FALSE,TRUE
670,6/18/14,CD,HR,E,Inner,1,6,Fence,TRUE,FALSE,TRUE
670,6/18/14,CD,HR,E,Outer,0.5,6,Fence,TRUE,FALSE,TRUE
670,6/18/14,CD,HR,S,Inner,7,6,Fence,TRUE,FALSE,TRUE
670,6/18/14,CD,HR,S,Outer,3,6,Fence,TRUE,FALSE,TRUE
670,6/18/14,CD,HR,W,Inner,11,6,Fence,TRUE,FALSE,TRUE
670,6/18/14,CD,HR,W,Outer,8,6,Fence,TRUE,FALSE,TRUE
671,10/25/14,SM,SF,N,Inner,0.1,10,Bare,TRUE,FALSE,TRUE
671,10/25/14,SM,SF,N,Outer,0.1,10,Bare,TRUE,FALSE,TRUE
671,10/25/14,SM,SF,E,Inner,0.1,10,Bare,TRUE,FALSE,TRUE
671,10/25/14,SM,SF,E,Outer,0.1,10,Bare,TRUE,FALSE,TRUE
671,10/25/14,SM,SF,S,Inner,0.1,10,Bare,TRUE,FALSE,TRUE
671,10/25/14,SM,SF,S,Outer,0.1,10,Bare,TRUE,FALSE,TRUE
671,10/25/14,SM,SF,W,Inner,0.1,10,Bare,TRUE,FALSE,TRUE
671,10/25/14,SM,SF,W,Outer,0.1,10,Bare,TRUE,FALSE,TRUE
671,6/18/14,CD,HR,N,Inner,0,6,Bare,TRUE,FALSE,TRUE
671,6/18/14,CD,HR,N,Outer,0,6,Bare,TRUE,FALSE,TRUE
671,6/18/14,CD,HR,E,Inner,0,6,Bare,TRUE,FALSE,TRUE
671,6/18/14,CD,HR,E,Outer,0,6,Bare,TRUE,FALSE,TRUE
671,6/18/14,CD,HR,S,Inner,0,6,Bare,TRUE,FALSE,TRUE
671,6/18/14,CD,HR,S,Outer,0,6,Bare,TRUE,FALSE,TRUE
671,6/18/14,CD,HR,W,Inner,0,6,Bare,TRUE,FALSE,TRUE
671,6/18/14,CD,HR,W,Outer,3,6,Bare,TRUE,FALSE,TRUE
672,10/25/14,SM,SF,N,Inner,0,10,Bare,TRUE,TRUE,FALSE
672,10/25/14,SM,SF,N,Outer,0.1,10,Bare,TRUE,TRUE,FALSE
672,10/25/14,SM,SF,E,Inner,0,10,Bare,TRUE,TRUE,FALSE
672,10/25/14,SM,SF,E,Outer,0,10,Bare,TRUE,TRUE,FALSE
672,10/25/14,SM,SF,S,Inner,0,10,Bare,TRUE,TRUE,FALSE
672,10/25/14,SM,SF,S,Outer,0,10,Bare,TRUE,TRUE,FALSE
672,10/25/14,SM,SF,W,Inner,0,10,Bare,TRUE,TRUE,FALSE
672,10/25/14,SM,SF,W,Outer,0.1,10,Bare,TRUE,TRUE,FALSE
672,6/18/14,CD,HR,N,Inner,0,6,Bare,TRUE,TRUE,FALSE
672,6/18/14,CD,HR,N,Outer,0,6,Bare,TRUE,TRUE,FALSE
672,6/18/14,CD,HR,E,Inner,0,6,Bare,TRUE,TRUE,FALSE
672,6/18/14,CD,HR,E,Outer,0,6,Bare,TRUE,TRUE,FALSE
672,6/18/14,CD,HR,S,Inner,0,6,Bare,TRUE,TRUE,FALSE
672,6/18/14,CD,HR,S,Outer,0,6,Bare,TRUE,TRUE,FALSE
672,6/18/14,CD,HR,W,Inner,0,6,Bare,TRUE,TRUE,FALSE
672,6/18/14,CD,HR,W,Outer,0,6,Bare,TRUE,TRUE,FALSE
673,10/25/14,SM,SF,N,Inner,0.5,10,Fence,TRUE,TRUE,TRUE
673,10/25/14,SM,SF,N,Outer,0.1,10,Fence,TRUE,TRUE,TRUE
673,10/25/14,SM,SF,E,Inner,0.5,10,Fence,TRUE,TRUE,TRUE
673,10/25/14,SM,SF,E,Outer,0.1,10,Fence,TRUE,TRUE,TRUE
